185,59,24
185,59,25
187,57,22
184,59,24
185,57,21
183,60,24
184,56,21
184,57,24
191,61,27
185,57,23
182,57,23
182,56,22
184,54,21
186,59,25
183,57,24
188,57,21
186,58,23
190,57,23
190,61,25
193,61,24
187,60,23
189,58,23
189,59,25
185,57,24
191,60,22
194,62,25
197,61,23
198,63,26
199,61,26
194,61,23
200,63,25
199,60,24
202,63,25
203,64,26
201,64,26
202,63,23
204,62,25
202,61,24
201,62,25
204,64,23
202,63,26
203,64,26
202,61,24
201,61,24
199,62,25
201,61,24
203,62,25
206,64,26
204,64,26
204,63,24
206,62,25
207,65,26
205,64,26
207,63,25
207,65,26
205,64,26
213,65,26
214,66,26
208,63,24
208,63,24
213,67,27
215,66,26
217,66,25
219,68,28
217,66,25
214,64,25
205,64,27
201,61,24
205,63,24
206,63,25
214,66,26
214,65,26
218,66,26
213,67,27
215,68,28
210,67,27
205,64,25
204,65,26
201,62,24
191,62,26
